"proteins","genes","sub-UTD-DN0024.ganglia","sub-UTD-DN0024.nerve.root","sub-UTD-DN0046.ganglia","sub-UTD-DN0046.nerve.root","sub-UTD-DN0093.ganglia","sub-UTD-DN0093.nerve.root","sub-UTD-DN0123.ganglia","sub-UTD-DN0123.nerve.root","sub-UTD-DN0178.ganglia","sub-UTD-DN0178.nerve.root","sub-UTD-DN0181.ganglia","sub-UTD-DN0181.nerve.root","sub-UTD-DN0245.ganglia","sub-UTD-DN0245.nerve.root","sub-UTD-DN0251.ganglia","sub-UTD-DN0251.nerve.root"
"KLC1;KLC2;KLC2;KLC4;KLC4","KLC1",14.4151686050289,14.6398203541011,14.3733560838126,14.3340567530521,14.9247381272793,15.3644796606086,14.8552221822223,14.9640868591301,14.466896147129,14.7718455841264,14.575685399157,14.1853416977194,14.7143040882144,14.2230496793338,14.9453523847573,14.5166558359241
"KLC1;KLC4;KLC4","KLC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.543865576924,NA
"KLC2","KLC2",13.5424103021129,13.682294056272,13.9150272296786,13.4745059739472,13.6965467620405,13.8141071743177,13.7157017326184,13.5709258731742,13.8693208454703,13.3746689967528,13.9500272167963,13.905068020119,13.3864521440807,13.363509609376,13.3696103256132,13.6992559404495
"KLC2;KLC2","KLC2",14.905943909321,15.030746839372,15.2348711376704,14.9874182178045,14.9978299507685,15.2812573182495,15.011558335883,15.0184574825588,15.1580179597748,14.936794452997,15.2849897595681,15.2034287733084,14.9938441828258,14.7768685109779,14.7203919971184,15.2273145566486
"KLC2;KLC4;KLC4","KLC2",13.5610072852045,13.8952592186725,14.0246152644174,13.9436442970688,13.7121947272146,13.6497105943969,14.021912994419,13.6674152863445,13.7739179240053,13.6880352769405,13.9298027851604,13.7912555503874,13.582653715868,13.677459826294,13.3069478780321,13.8472781296586
"KLC3;KLC3;KLC4;KLC4","KLC3",NA,13.1209668605527,12.5586957366711,12.9393488305729,NA,13.1319846324054,13.3707010273532,13.155574914878,11.5257116550421,12.9618439578713,12.8573317917753,12.7879185259316,NA,12.8776886748888,NA,12.6299461749855
"KLC4","KLC4",13.5396154078207,13.5880960152217,13.5436779660011,13.4457274577778,13.4503854718727,13.4439388119805,13.4085987103632,13.4100295552691,13.5300670232585,13.4006907326647,13.5768242156125,13.4336777863798,13.5077682117734,13.6226844559987,13.2906742658888,13.9899036967015
"KLC4;KLC4","KLC4",13.6102479954839,13.8193573774714,13.6871628058742,13.6805015789268,13.6116428667172,13.6545189606872,13.6569233056392,13.676657777711,13.6168784038457,13.5976908304986,13.6798830116117,13.8531472952623,13.6533990023248,13.6878051149858,13.4968659144845,13.8943221179771
"KLF13","KLF13",12.0513111433854,13.4816689691885,11.9498922524738,12.5205249268153,11.7407834719205,NA,11.1758024195907,NA,12.427514003896,12.4376246311651,11.9453358808001,12.1538844845751,12.0046575372444,12.0871379330814,11.7579769728096,13.3113269799565
"KLF5;KLF5","KLF5",10.8119342255951,10.4746084197601,10.3772532695645,10.6512996734692,10.8528059732248,10.3010388499031,9.42131836301587,9.92370809547097,11.2469111948001,11.1647845654925,11.0815822985117,11.3561310411982,10.7029237343559,11.4203042533323,10.094579175917,8.98405667154617
"KLHDC10;KLHDC10","KLHDC10",NA,10.1380925722646,10.3028787818827,NA,NA,NA,9.97283622717858,NA,NA,10.695637200169,NA,NA,NA,NA,10.8743128516454,NA
"KLHDC4;KLHDC4","KLHDC4",12.3546773474272,NA,12.6242675840128,13.0972674659892,12.782023670699,13.2399046257138,12.9114868177839,13.1268683806921,13.2785379523358,13.0833061081444,12.9984948950631,13.0133991342885,12.5370545836979,12.7124788913553,12.866711763329,12.7074691790387
"KLHL12;KLHL12","KLHL12",11.6903081664909,NA,12.1575353377022,10.8342735152347,12.2252518117121,NA,11.985038199549,NA,11.9773958592109,NA,12.2832330784132,NA,11.9466614194143,NA,11.7546357307852,NA
"KLHL13","KLHL13",12.6867782337815,13.120867752626,12.5901549465967,12.8007720139742,12.4183726569857,12.5620143599534,12.5052979002221,12.3932827358576,12.3714075763442,11.6657964795772,12.56921593779,12.4140214095675,12.4023980145393,NA,12.5512143989221,NA
"KLHL13;KLHL9","KLHL13",12.7232265718827,12.693795517871,12.4717759593461,13.0440388493642,13.0025510563092,12.8228612082311,12.5885943777504,12.9681778628387,13.0761434846941,12.3916711266786,13.0429881713167,12.6218988449361,12.6789598073204,12.856059843715,12.6247405796402,12.3557403174541
"KLHL15","KLHL15",11.5702874030778,NA,NA,NA,11.1958860627158,NA,NA,NA,11.6425977913731,NA,10.868861128993,NA,10.8711274816328,NA,11.4816628073021,NA
"KLHL22","KLHL22",13.0671990464763,NA,12.4050856054992,13.2650655809365,12.7702777737462,13.1214363846914,NA,NA,12.4744563239104,NA,NA,NA,12.9156665432165,NA,13.5527771515184,NA
"KLHL22;KLHL22","KLHL22",13.1236788028119,13.0296321715614,13.232292533148,13.2012421718368,13.0261316618892,13.0386364973549,13.1470619301889,13.1955566031696,13.2713887624215,13.0619001647236,13.1440225022649,13.0886603068327,13.0782542539644,13.1439926364578,13.1019563105478,13.0014854170099
"KLHL26","KLHL26",12.9391795910142,12.482429297887,12.7543602750801,12.2414562006718,12.5597562627595,12.5386445466032,12.4528671035301,12.4536225153135,12.7567403282357,12.4847997567535,12.7815243452007,12.7872388647347,12.6512170398628,12.418278724233,12.5653502909332,12.5273271762707
"KLHL3","KLHL3",NA,NA,12.379678897234,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8403688135651,NA,NA,NA
"KLHL36;KLHL36","KLHL36",11.743097172602,11.6706063438407,11.557789428003,11.2624539354062,10.9488152896151,11.1548924622464,11.3897398206357,10.6962497294573,11.3705098051225,11.1721289672981,11.3370587903367,NA,11.6966152623035,11.2208207955808,11.3514516447174,NA
"KLHL3;KLHL3","KLHL3",12.0881389461011,12.4518394725972,12.2458883849511,12.5840229402575,11.5907881898708,NA,NA,11.5460262671987,12.5291308309894,NA,11.7342015395582,11.9212644875664,12.0245814116053,12.5534205055746,NA,NA
"KLHL40;KLHL40","KLHL40",NA,NA,NA,NA,NA,14.0660816222494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KLHL41","KLHL41",11.5023246339725,NA,NA,NA,11.7261647831684,15.8091281991349,NA,NA,NA,12.757124859812,NA,NA,NA,NA,NA,NA
"KLHL41;KLHL41","KLHL41",12.564359056732,12.9744244667115,12.2314429205615,13.0348236037667,12.443658401214,15.9737338872396,12.9938828321964,NA,NA,13.1424790694356,12.6714941929364,NA,12.774969577799,12.617955945269,NA,13.3914579649111
"KLHL42","KLHL42",13.0380331591671,13.2907060777033,13.2123316787062,12.9299796098796,12.9074462808671,13.2050509966714,13.0571830608926,13.2326913738324,13.1980636782838,13.1942648353277,13.2081974520232,13.0795870347931,13.1435336079492,13.0072108017096,13.1145084300533,13.1946917070448
"KLHL5","KLHL5",11.9698500746051,12.5037632390337,11.5909612413426,11.8767728908241,12.0790228172447,11.7576369696632,11.9453584710864,12.0904930149309,11.5601923253891,11.6170292065149,11.4397925142747,11.9211671249638,11.8914906462219,11.9818135852205,11.5904383264872,12.0863536170338
"KLK6","KLK6",NA,NA,NA,10.3293699012914,NA,11.2710142500796,NA,11.1922010291478,NA,NA,11.3110368103106,11.6774363743264,10.4594159776229,12.3215162911337,11.0196398420589,11.3207167439253
"KLKB1","KLKB1",15.243540569265,15.7236253278327,15.6169465820433,15.9479371332583,15.1972068958726,15.7797082251522,16.4352154115639,16.4599033158169,16.0191315482663,16.1207501348924,15.4775708023404,15.4767089231422,16.6635839913903,15.5453859538924,15.0509297418835,15.6415077332156
"KLKP1","KLKP1",12.4149795716228,NA,NA,11.8074679067931,12.4658979621024,12.0370492687453,12.6611011190664,12.2569899858971,12.6492656725848,12.3842725811383,NA,12.0768924051588,12.4643006857774,NA,NA,NA
"KLRG2","KLRG2",12.6249268260796,12.9380070312288,12.0122011826222,13.4850153211784,NA,NA,12.2034563007713,12.6244419149017,12.6632621205372,13.187550589759,12.0950647239617,13.0364558461515,12.7250075239181,12.713950030169,NA,NA
"KMT2A","KMT2A",12.8560517165995,13.0068094157727,12.5634493259361,12.7622242595063,12.642024127049,12.40429746343,12.5103603302416,12.2553881042235,12.6335499624097,12.694733653594,12.6809079156045,12.5404925694665,12.837658673505,12.9881455175296,12.5492467422628,12.4892480111544
"KMT2B","KMT2B",12.6640100041456,14.1521857033933,13.102516766815,12.3918008787696,13.6663656153099,13.9837312770408,13.8493224084981,14.7044424892241,NA,14.2786238655937,13.6670924867958,13.0742075577461,14.4572542772845,13.3744792004738,13.344317011897,NA
"KMT2D","KMT2D",14.940882863667,14.1717567900885,14.4727491870616,14.2881253653924,14.5904981465825,14.4607532521371,14.4144808913687,14.1557725213782,14.1758110034348,13.8904346148163,14.57181544504,13.916587661698,14.3365768835276,13.9936950592182,14.6250560177235,13.8938387308904
"KNDC1;KNDC1","KNDC1",15.7516787109462,15.0440221169477,15.9883649922925,15.5770534075861,15.6031926648469,15.8136096865654,15.4595249266469,15.506612399757,15.5902113530013,14.9996706826677,16.0244468909315,15.9479564398621,15.8623767392143,15.5334791856005,14.7725646297012,NA
"KNG1","KNG1",18.2947278090597,18.5510524652436,18.5294867321814,18.7257863473724,18.9728399883938,19.5917162015521,19.618046805299,19.7475993587031,19.5773754024193,19.6276526764078,19.057756491415,19.1322836692632,19.937578605709,18.703009541293,18.2632775481704,18.3305581078419
"KPNA1","KPNA1",15.0159250137546,14.881852616571,15.1732149441077,15.1761237737541,14.9939755007664,14.8611830501674,15.0428868042959,15.0271218429324,14.8575610894081,15.1819871267923,15.1411663700186,14.9829762826897,14.9836032283151,14.8511101605388,15.1111741718398,15.1856209512906
"KPNA1;KPNA5","KPNA1",14.4172981779055,14.9276434468225,14.5301634948202,14.234807673121,14.6991169880532,14.6254577180956,14.1822961424424,14.3715457053877,14.4872588219093,14.5169623069081,14.5985650162903,14.5289135226677,14.3309923312313,14.7937270832752,14.2965441246105,14.9071488674997
"KPNA1;KPNA5;KPNA6","KPNA1",11.7079306251666,11.3992832658358,11.9418472512177,12.1207210287818,12.02465545746,12.2940294826615,11.9746879205007,12.1974127673086,11.7083043178244,12.2085432923586,12.2234385447521,12.0765477950853,12.1149770518453,11.3766355072585,12.0759451135213,13.7215051032476
"KPNA2","KPNA2",12.8735142409749,13.3516997789023,12.8682784517153,13.5359495649347,12.5598031641369,12.8485444880724,12.4996996073595,13.1724175240771,12.84537116681,12.8918455576214,12.5846372064696,12.5139213695737,12.5007328683672,12.4859793477646,13.4333259738673,13.4208105770409
"KPNA3","KPNA3",14.1717002672939,14.804224875337,14.4592094288464,14.8056713852901,14.5284156118777,14.7638892710181,14.4922282905271,14.8591352980092,14.5735768604468,14.6433327463799,14.42885568998,14.7310173074544,14.2944454353221,14.7063507610066,14.5038874084675,14.9737949075685
"KPNA3;KPNA4","KPNA3",16.142144193714,16.777660038589,16.3012175746105,16.566482112213,16.1589356828721,16.8310950331754,16.4759196597078,16.7515889580761,16.5494888376618,16.7473095003635,16.4051828457593,16.5173528802411,16.467077330448,16.3506046565966,16.4881298666673,16.8329466579281
"KPNA4","KPNA4",14.2690479674125,14.641329124377,14.6879838024734,14.937328334778,14.5002045536354,14.7456482060361,14.7929838503633,14.8775889537698,14.8023261506538,14.7073126087213,14.607718105564,14.7012811184427,14.750864432532,14.7253032285735,14.8061407239461,14.6976150605273
"KPNA5","KPNA5",11.4239802037765,11.4520806677292,11.5803026332192,11.4953327756035,11.6054370084121,11.8213841062968,11.6424986748692,11.1910115864063,10.8429613555506,11.7423121833814,11.6229479342423,11.5469988111922,11.2727847224331,11.1119426137366,11.5725957217545,11.6109979553656
"KPNA5;KPNA6","KPNA5",14.4883259572987,14.6193616514267,14.8724161918708,14.7774552751048,14.5341466182871,14.6151552395923,14.5606408357017,14.5246155399272,14.6952100304517,14.8026753565226,14.5652268645074,14.7723903715112,14.8050978677103,14.7083926883846,14.7549546831088,14.7448192191713
"KPNA6","KPNA6",14.5971891790802,15.159758187332,15.1186940950522,15.4930566481361,15.2653926738279,15.3722263411984,14.9419954850484,15.2511644191016,15.2303094773988,15.4151053206316,15.1537762003975,15.2787003116965,15.0368080887466,15.4182168833553,15.1254688818935,15.3787985180827
"KPNB1","KPNB1",17.853463310426,18.0854952934897,17.7776999654045,18.1320551278132,17.9046248709001,18.0534371207803,17.9401647369549,18.2529048681328,17.8956142264349,17.9365067734984,17.8201262004752,18.0580243509917,17.791101395256,17.8944905114086,17.9546203789187,18.3909602677268
"KPNB1;KPNB1","KPNB1",16.7756322994399,17.1314848028596,16.7613006418115,17.0998450773451,16.9099272227594,17.1151223802288,16.9147036267306,17.2992438631496,16.8651716886185,16.9439165864581,16.806413687547,17.0622407721064,16.7880788867477,16.8077217421999,16.964431721858,17.4240184877856
